"source";"fam";"io";"io_short";"fam_single";"fam_orig";"fio_full";"fio_short";"wikidata_id";"wikidata_url";"ideology";"wikidata_birthdate";"wikidata_enddate"
"Шлецер, Х. А.";"Шлецер";"Х. А.";"Х. А.";"Шлецер";"Шлецеру";"";"Шлецер, Х. А.";"random_id3518c7660d0cb44384a7ebc6724c52e98afa70bc";"random_id3518c7660d0cb44384a7ebc6724c52e98afa70bc";"";"";""
"Шляхтенский, Андрей И.";"Шляхтенский";"Андрей И.";"А. И.";"Шляхтенский";"Шляхтенский";"Шляхтенский, Андрей И.";"Шляхтенский, А. И.";"random_id8a647d57acb10ece3e5e8a3ff83674a0e3fa3f5f";"random_id8a647d57acb10ece3e5e8a3ff83674a0e3fa3f5f";"";"";""
"Шмейсер, В. А.";"Шмейсер";"В. А.";"В. А.";"Шмейсер";"Шмейсер";"Шмейсер, В. А.";"Шмейсер, В. А.";"random_id7bc395272db84f21ac58bab77b66e89590393f88";"random_id7bc395272db84f21ac58bab77b66e89590393f88";"";"";""
"Шмидт, М. А.";"Шмидт";"М. А.";"М. А.";"Шмидт";"Шмидт";"";"Шмидт, М. А.";"random_id894db2dae66e81030ea0d76ecce3320a60352d5f";"random_id894db2dae66e81030ea0d76ecce3320a60352d5f";"";"";""
"Шмидт, Н.";"Шмидт";"Н.";"Н.";"Шмидт";"Шмидту";"";"Шмидт, Н.";"random_id965cefb9e84049b46cdfad3a44493f22d8be3ba0";"random_id965cefb9e84049b46cdfad3a44493f22d8be3ba0";"";"";""
"Шминка, В. М.";"Шминка";"В. М.";"В. М.";"Шминка";"Шминке";"";"Шминка, В. М.";"random_id13011318171cd4e62b2990f259e020f6b04fb9bd";"random_id13011318171cd4e62b2990f259e020f6b04fb9bd";"";"";""
"Шмит, Н.";"Шмит";"Н.";"Н.";"Шмит";"Шмиту";"";"Шмит, Н.";"random_id8b96d953910e458e8b0115156d7fefc7fcc7389d";"random_id8b96d953910e458e8b0115156d7fefc7fcc7389d";"";"";""
"Шмит, Э.";"Шмит";"Э.";"Э.";"Шмит";"Шмиту";"";"Шмит, Э.";"random_id05986d52f63cd369ee612f9cf8b6128a261235c1";"random_id05986d52f63cd369ee612f9cf8b6128a261235c1";"";"";""
"Шмит, Э. Г.";"Шмит";"Э. Г.";"Э. Г.";"Шмит";"Шмиту";"";"Шмит, Э. Г.";"random_idb777e96feadee74dfbdb0e96d1bdb7bc1cff787a";"random_idb777e96feadee74dfbdb0e96d1bdb7bc1cff787a";"";"";""
"Шмыков, К. Ф.";"Шмыков";"К. Ф.";"К. Ф.";"Шмыков";"Шмыкову";"";"Шмыков, К. Ф.";"random_ideced8557a2920a0f224284fd769de6119cefee47";"random_ideced8557a2920a0f224284fd769de6119cefee47";"";"";""
"Шнейдер, Е. Ф.";"Шнейдер";"Е. Ф.";"Е. Ф.";"Шнейдер";"Шнейдеру";"";"Шнейдер, Е. Ф.";"random_id3fb04d73c7a723abdb390d97e73334c1ae6edb85";"random_id3fb04d73c7a723abdb390d97e73334c1ae6edb85";"";"";""
"Шницер, Л.";"Шницер";"Л.";"Л.";"Шницер";"Шницеру";"";"Шницер, Л.";"random_id67f8a933da6c833befb79b8585d137388c80f400";"random_id67f8a933da6c833befb79b8585d137388c80f400";"";"";""
"Шопов, Г. С.";"Шопов";"Г. С.";"Г. С.";"Шопов";"Шопову";"";"Шопов, Г. С.";"random_idf26886201beb0d096e83f8dc1d9097027719e210";"random_idf26886201beb0d096e83f8dc1d9097027719e210";"";"";""
"Шопов, Х. П.";"Шопов";"Х. П.";"Х. П.";"Шопов";"Шопову";"";"Шопов, Х. П.";"random_idf95e6f2dec30751c4584a72e8077cecbf0aef960";"random_idf95e6f2dec30751c4584a72e8077cecbf0aef960";"";"";""
"Шор, Д. С.";"Шор";"Д. С.";"Д. С.";"Шор";"Шору";"";"Шор, Д. С.";"random_idd2303f8d4c7c21d0095e9a57552030096f85cb17";"random_idd2303f8d4c7c21d0095e9a57552030096f85cb17";"";"";""
"Шор, Л. В.";"Шор";"Л. В.";"Л. В.";"Шор";"Шору";"";"Шор, Л. В.";"random_ided0050e21b6018c937faf01917e68224f823a44e";"random_ided0050e21b6018c937faf01917e68224f823a44e";"";"";""
"Шотт";"Шотт";"";"";"Шотт";"Шотту";"";"Шотт";"Q112191";"https://www.wikidata.org/wiki/Q112191";"";"1794";"1865"
"Шоу-Лефёвр, Джону Дж.";"Шоу-Лефёвр";"Джону Дж.";"Джону Дж.";"Шоу-Лефёвр";"Шоу-Лефевру";"";"Шоу-Лефёвр, Джону Дж.";"random_id6e0fbd9f173e7ffaa6998ddf3d31487aff3dc8ba";"random_id6e0fbd9f173e7ffaa6998ddf3d31487aff3dc8ba";"";"";""
"Шоу, Джордж Бернард";"Шоу";"Джордж Бернард";"Д. Б.";"Шоу";"Шоу";"Шоу, Джордж Бернард";"Шоу, Д. Б.";"random_id7608bad7327990283f27795d6cc4d074f94fa2dd";"random_id7608bad7327990283f27795d6cc4d074f94fa2dd";"";"";""
"Шпажинский, Ипполит Васильевич";"Шпажинский";"Ипполит Васильевич";"И. В.";"Шпажинский";"Шпажинский";"Шпажинский, Ипполит Васильевич";"Шпажинский, И. В.";"Q4526357";"https://www.wikidata.org/wiki/Q4526357";"";"1844";"1917"
"Шпажннский, И. В.";"Шпажннский";"И. В.";"И. В.";"Шпажннский";"Шпажннскому";"";"Шпажннский, И. В.";"random_idd10971f43bc9d1e8b559dd73aee9cd71998f4740";"random_idd10971f43bc9d1e8b559dd73aee9cd71998f4740";"";"";""
"Шпиганович, В. И.";"Шпиганович";"В. И.";"В. И.";"Шпиганович";"Шпигановичу";"";"Шпиганович, В. И.";"random_id6b93460f086215b6e6508b68e05ccac62ebac938";"random_id6b93460f086215b6e6508b68e05ccac62ebac938";"";"";""
"Шпир-Клапаред, Е. А.";"Шпир-Клапаред";"Е. А.";"Е. А.";"Шпир-Клапаред";"Шпир-Клапаред";"";"Шпир-Клапаред, Е. А.";"random_id5dcd090802b73380c450617889ef33320f55f039";"random_id5dcd090802b73380c450617889ef33320f55f039";"";"";""
"Шредер, Н. И.";"Шредер";"Н. И.";"Н. И.";"Шредер";"Шредеру";"";"Шредер, Н. И.";"random_id06fd3f7de568c1242c2e5f91ea38f67da8509018";"random_id06fd3f7de568c1242c2e5f91ea38f67da8509018";"";"";""
"Шри Парамахамса";"Шри Парамахамса";"";"";"Шри Парамахамса";"Шри Парамахамса";"";"Шри Парамахамса";"Q183126";"https://www.wikidata.org/wiki/Q183126";"";"1836";"1886"
"Штакеншнейдер, Е. А.";"Штакеншнейдер";"Е. А.";"Е. А.";"Штакеншнейдер";"Штакеншнейдер";"";"Штакеншнейдер, Е. А.";"random_id40db4cd45e3a53a9b95618f7e27ee269f3de80f0";"random_id40db4cd45e3a53a9b95618f7e27ee269f3de80f0";"";"";""
"Штакеншнейдер, М. Ф.";"Штакеншнейдер";"М. Ф.";"М. Ф.";"Штакеншнейдер";"Штакеншнейдер";"";"Штакеншнейдер, М. Ф.";"random_id8a3832433bf5f1af8e0d2e5a656147ef627967c0";"random_id8a3832433bf5f1af8e0d2e5a656147ef627967c0";"";"";""
"Штакеншнейдеры";"Штакеншнейдеры";"";"";"Штакеншнейдер";"Штакеншнейдерам";"";"Штакеншнейдер";"Q426924";"https://www.wikidata.org/wiki/Q426924";"";"1802";"1865"
"Штанга, А. Г.";"Штанга";"А. Г.";"А. Г.";"Штанга";"Штанге";"";"Штанга, А. Г.";"random_ide5033c662b628da79336e02d09113f4717cff045";"random_ide5033c662b628da79336e02d09113f4717cff045";"";"";""
"Штауб, Г.";"Штауб";"Г.";"Г.";"Штауб";"Штаубу";"";"Штауб, Г.";"random_id91061d7bf16f69918e89be33a1816c77505e6515";"random_id91061d7bf16f69918e89be33a1816c77505e6515";"";"";""
"Штевен, А. А.";"Штевен";"А. А.";"А. А.";"Штевен";"Штевен";"";"Штевен, А. А.";"random_id24fb02637f37c429d7d14dcc8684341a21143860";"random_id24fb02637f37c429d7d14dcc8684341a21143860";"";"";""
"Штейн, В. И.";"Штейн";"В. И.";"В. И.";"Штейн";"Штейну";"";"Штейн, В. И.";"random_idf8731895f3c1fc1bd176c2bb483a3dfdedfbd2ba";"random_idf8731895f3c1fc1bd176c2bb483a3dfdedfbd2ba";"";"";""
"Штейнгель, В. И.";"Штейнгель";"В. И.";"В. И.";"Штейнгель";"Штейнгелю";"";"Штейнгель, В. И.";"random_id9eb75614d9f7c07431557a8d787c5e9aac77989e";"random_id9eb75614d9f7c07431557a8d787c5e9aac77989e";"";"";""
"Штрандман, Роман Романович";"Штрандман";"Роман Романович";"Р. Р.";"Штрандман";"Штрандман";"Штрандман, Роман Романович";"Штрандман, Р. Р.";"random_ida4ddff9b371fd41bea0da71c5a27406ed0c32729";"random_ida4ddff9b371fd41bea0da71c5a27406ed0c32729";"";"";""
"Штульц, В.";"Штульц";"В.";"В.";"Штульц";"Штульц";"Штульц, В.";"Штульц, В.";"random_idbfd36b196b3d2dbb0552adf8e7e317d8828f81ad";"random_idbfd36b196b3d2dbb0552adf8e7e317d8828f81ad";"";"";""
"Штур, Людовит Велислав";"Штур";"Людовит Велислав";"Л. В.";"Штур";"Штур";"Штур, Людовит Велислав";"Штур, Л. В.";"Q315222";"https://www.wikidata.org/wiki/Q315222";"";"1815";"1856"
"Шуберт-Яновская, Александра Ивановна";"Шуберт-Яновская";"Александра Ивановна";"А. И.";"Шуберт-Яновская";"Шуберт-Яновская";"Шуберт-Яновская, Александра Ивановна";"Шуберт-Яновская, А. И.";"Q4527146";"https://www.wikidata.org/wiki/Q4527146";"";"1827";"1909"
"Шуберт, А. И.";"Шуберт";"А. И.";"А. И.";"Шуберт";"Шуберт";"";"Шуберт, А. И.";"random_idead73e08c15bc6d307822e8df715d3161b9a0601";"random_idead73e08c15bc6d307822e8df715d3161b9a0601";"";"";""
"Шуберт, И. И.";"Шуберт";"И. И.";"И. И.";"Шуберт";"Шуберт";"";"Шуберт, И. И.";"Q4527142";"https://www.wikidata.org/wiki/Q4527142";"";"1811";"1863"
"Шуберт, Ф. Ф.";"Шуберт";"Ф. Ф.";"Ф. Ф.";"Шуберт";"Шуберту";"";"Шуберт, Ф. Ф.";"random_id51fef0389bb6153e3b4474fc0ee3b914291ccdd0";"random_id51fef0389bb6153e3b4474fc0ee3b914291ccdd0";"";"";""
"Шубинский, С. И.";"Шубинский";"С. И.";"С. И.";"Шубинский";"Шубинскому";"";"Шубинский, С. И.";"random_id30199b65fe57e548ec8bf4bd2a93fa53cd3f1187";"random_id30199b65fe57e548ec8bf4bd2a93fa53cd3f1187";"";"";""
"Шубинский, С. Н.";"Шубинский";"С. Н.";"С. Н.";"Шубинский";"Шубинскому";"";"Шубинский, С. Н.";"random_id8cbc2e7c6c9607d89e0aaaa692e0837a1aa615fa";"random_id8cbc2e7c6c9607d89e0aaaa692e0837a1aa615fa";"";"";""
"Шубинсный, С. Н.";"Шубинсный";"С. Н.";"С. Н.";"Шубинсный";"Шубинсному";"";"Шубинсный, С. Н.";"random_id72e3be7e943b18b14e950913c6d7343ccdfca046";"random_id72e3be7e943b18b14e950913c6d7343ccdfca046";"";"";""
"Шувалов, А. П.";"Шувалов";"А. П.";"А. П.";"Шувалов";"Шувалову";"";"Шувалов, А. П.";"random_idd8e575211f3ebfa154b8a21ebe11fbfc849ff63b";"random_idd8e575211f3ebfa154b8a21ebe11fbfc849ff63b";"";"";""
"Шуйская, А. П.";"Шуйская";"А. П.";"А. П.";"Шуйская";"Шуйской";"";"Шуйская, А. П.";"random_id6ee0fda4c0bd5f74aa1811b352ea4a4b324a016d";"random_id6ee0fda4c0bd5f74aa1811b352ea4a4b324a016d";"";"";""
"Шуйский, С. В.";"Шуйский";"С. В.";"С. В.";"Шуйский";"Шуйскому";"";"Шуйский, С. В.";"random_idbe900b576614af569556e044a668b419e3c58d58";"random_idbe900b576614af569556e044a668b419e3c58d58";"";"";""
"Шульгин, И. П.";"Шульгин";"И. П.";"И. П.";"Шульгин";"Шульгину";"";"Шульгин, И. П.";"random_id3acbb854b33244014fc1e8312e96fc8e8f90e0a0";"random_id3acbb854b33244014fc1e8312e96fc8e8f90e0a0";"";"";""
"Шульгин, Л. К.";"Шульгин";"Л. К.";"Л. К.";"Шульгин";"Шульгину";"";"Шульгин, Л. К.";"random_idedb09fa3b5fc77bc923b1448d47bc22934281220";"random_idedb09fa3b5fc77bc923b1448d47bc22934281220";"";"";""
"Шульгин, С. Н.";"Шульгин";"С. Н.";"С. Н.";"Шульгин";"Шульгину";"";"Шульгин, С. Н.";"random_idcc57c34d9c8f0274f1d5b71e9825c9fd01eb9983";"random_idcc57c34d9c8f0274f1d5b71e9825c9fd01eb9983";"";"";""
"Шумахер, П. В.";"Шумахер";"Пётр Васильевич";"П. В.";"Шумахер";"Шумахеру";"Шумахер, Пётр Васильевич";"Шумахер, П. В.";"Q4527701";"https://www.wikidata.org/wiki/Q4527701";"";"1817";"1891"
"Шумахер, Пётр Васильевич";"Шумахер";"Пётр Васильевич";"П. В.";"Шумахер";"Шумахер";"Шумахер, Пётр Васильевич";"Шумахер, П. В.";"Q4527701";"https://www.wikidata.org/wiki/Q4527701";"";"1817";"1891"
"Шустовая, Л. Н.";"Шустовая";"Л. Н.";"Л. Н.";"Шустовая";"Шустовой";"";"Шустовая, Л. Н.";"random_id27087e9a51dcb43ad5e4a881da98aab753ec4b2b";"random_id27087e9a51dcb43ad5e4a881da98aab753ec4b2b";"";"";""
"Шутко, В. А.";"Шутко";"В. А.";"В. А.";"Шутко";"Шутко";"";"Шутко, В. А.";"random_id3e6366725471f9ed1a3b2d92a507f0696ce5d968";"random_id3e6366725471f9ed1a3b2d92a507f0696ce5d968";"";"";""
"Шутц, Ф.";"Шутц";"Ф.";"Ф.";"Шутц";"Шутц";"";"Шутц, Ф.";"random_id493a6ad82b3687c02fb795188c7cf603c912f776";"random_id493a6ad82b3687c02fb795188c7cf603c912f776";"";"";""
"Щапов, Афанасий Прокофьевич";"Щапов";"Афанасий Прокофьевич";"А. П.";"Щапов";"Щапов";"Щапов, Афанасий Прокофьевич";"Щапов, А. П.";"Q382062";"https://www.wikidata.org/wiki/Q382062";"";"1831";"1876"
"Щебальский, П. К.";"Щебальский";"Пётр Карлович";"П. К.";"Щебальский";"Щебальскому";"Щебальский, Пётр Карлович";"Щебальский, П. К.";"Q4528431";"https://www.wikidata.org/wiki/Q4528431";"";"1810";"1886"
"Щебальский, Пётр Карлович";"Щебальский";"Пётр Карлович";"П. К.";"Щебальский";"Щебальский";"Щебальский, Пётр Карлович";"Щебальский, П. К.";"Q4528431";"https://www.wikidata.org/wiki/Q4528431";"";"1810";"1886"
"Щебатинский, А.";"Щебатинский";"А.";"А.";"Щебатинский";"Щебатинскому";"";"Щебатинский, А.";"random_id4c36f6474fc39399c56f72bbb3572996cb171c8c";"random_id4c36f6474fc39399c56f72bbb3572996cb171c8c";"";"";""
"Щеглов, Д. Ф.";"Щеглов";"Д. Ф.";"Д. Ф.";"Щеглов";"Щеглову";"";"Щеглов, Д. Ф.";"random_ida5337e1fffa5a64ed960ada1de4f532f92af8361";"random_ida5337e1fffa5a64ed960ada1de4f532f92af8361";"";"";""
"Щеглов, И.";"Щеглов";"И.";"И.";"Щеглов";"Щеглову";"";"Щеглов, И.";"Q55209338";"https://www.wikidata.org/wiki/Q55209338";"";"1800";""
"Щеглов, И. Л.";"Щеглов";"И. Л.";"И. Л.";"Щеглов";"Щеглову";"";"Щеглов, И. Л.";"random_id84fcbd22af56802ec750da58e60871607d2a1d9c";"random_id84fcbd22af56802ec750da58e60871607d2a1d9c";"";"";""
"Щеголев, П. Е.";"Щеголев";"П. Е.";"П. Е.";"Щеголев";"Щеголеву";"";"Щеголев, П. Е.";"random_ida29982e8e1fd3575083566caae7e14b940a641c3";"random_ida29982e8e1fd3575083566caae7e14b940a641c3";"";"";""
"Щелину, Д. М.";"Щелину";"Д. М.";"Д. М.";"Щелину";"Щелину";"";"Щелину, Д. М.";"random_id3f754ff530a99cb2f8b527572a79068ec8148e0b";"random_id3f754ff530a99cb2f8b527572a79068ec8148e0b";"";"";""
"Щёлково, А. Д.";"Щёлково";"А. Д.";"А. Д.";"Щёлково";"Щелкову";"";"Щёлково, А. Д.";"random_id4a8558d6ff5fc26fd7ce2811e1ff9dd7cd6ae4c8";"random_id4a8558d6ff5fc26fd7ce2811e1ff9dd7cd6ae4c8";"";"";""
"Щелчков, А. К.";"Щелчков";"А. К.";"А. К.";"Щелчков";"Щелчкову";"";"Щелчков, А. К.";"random_idb7ab17a3c298eb3c679ad348b48bcc7a2083af2d";"random_idb7ab17a3c298eb3c679ad348b48bcc7a2083af2d";"";"";""
"Щепкин, Михаил Семёнович";"Щепкин";"Михаил Семёнович";"М. С.";"Щепкин";"Щепкин";"Щепкин, Михаил Семёнович";"Щепкин, М. С.";"Q1377722";"https://www.wikidata.org/wiki/Q1377722";"";"1788";"1863"
"Щепкина, Н. М.";"Щепкина";"Н. М.";"Н. М.";"Щепкина";"Щепкина";"Щепкина, Н. М.";"Щепкина, Н. М.";"random_ideda55d4c7857e5ea300eafe5633c48fb5a005ded";"random_ideda55d4c7857e5ea300eafe5633c48fb5a005ded";"";"";""
"Щепкино, А. М.";"Щепкино";"А. М.";"А. М.";"Щепкино";"Щепкину";"";"Щепкино, А. М.";"random_id319991a208733d052c96baf08f81717c0f3ebbf8";"random_id319991a208733d052c96baf08f81717c0f3ebbf8";"";"";""
"Щепкино, М. П.";"Щепкино";"М. П.";"М. П.";"Щепкино";"Щепкину";"";"Щепкино, М. П.";"random_id9cc3f3a2f30d0a2c9100e8155ea6a76bd53dce41";"random_id9cc3f3a2f30d0a2c9100e8155ea6a76bd53dce41";"";"";""
"Щепкино, М. С.";"Щепкино";"Михаил Семёнович";"М. С.";"Щепкин";"Щепкину";"Щепкин, Михаил Семёнович";"Щепкин, М. С.";"Q1377722";"https://www.wikidata.org/wiki/Q1377722";"";"1788";"1863"
"Щепкино, Н. А.";"Щепкино";"Н. А.";"Н. А.";"Щепкино";"Щепкину";"";"Щепкино, Н. А.";"random_id8464cad176911aa912556f8528a3d5d84fb150cc";"random_id8464cad176911aa912556f8528a3d5d84fb150cc";"";"";""
